date,headline,ticker,source
2022-01-04,SPY warns of supply chain disruptions impacting margins,SPY,CNBC
2022-01-05,SPY dividend increase signals management confidence,SPY,CNBC
2022-01-06,GDP growth slows but beats revised expectations,,Bloomberg
2022-01-07,Earnings season kicks off with mixed bank results,,MarketWatch
2022-01-07,MSFT announces leadership transition plan,MSFT,MarketWatch
2022-01-11,GOOGL reports results in line with expectations,GOOGL,CNBC
2022-01-11,Analysts maintain hold rating on SPY,SPY,CNBC
2022-01-12,MSFT volume picks up ahead of next week earnings,MSFT,Yahoo Finance
2022-01-13,Sector rotation leaves MSFT flat on the day,MSFT,Yahoo Finance
2022-01-13,GOOGL lowers guidance amid macroeconomic headwinds,GOOGL,Yahoo Finance
2022-01-14,Analysts downgrade AAPL citing valuation concerns,AAPL,CNBC
2022-01-14,GOOGL hit by data breach affecting millions of users,GOOGL,CNBC
2022-01-14,GOOGL trading near 50-day moving average,GOOGL,Yahoo Finance
2022-01-18,Market rally lifts SPY to new 52-week high,SPY,CNBC
2022-01-20,Sector rotation leaves QQQ flat on the day,QQQ,Bloomberg
2022-01-20,MSFT secures major government contract worth billions,MSFT,CNBC
2022-01-21,SPY completes previously announced restructuring,SPY,CNBC
2022-01-24,Tech sector leads market decline on growth concerns,,Bloomberg
2022-01-24,Retail investors drive unusual options activity,,Reuters
2022-01-24,Analysts maintain hold rating on MSFT,MSFT,Yahoo Finance
2022-01-25,Treasury yields climb as inflation data tops expectations,,Yahoo Finance
2022-01-25,SPY files routine regulatory paperwork,SPY,Reuters
2022-01-26,SPY trading near 50-day moving average,SPY,Yahoo Finance
2022-01-28,AAPL files routine regulatory paperwork,AAPL,Yahoo Finance
2022-01-28,GOOGL warns of supply chain disruptions impacting margins,GOOGL,Bloomberg
2022-02-01,Concerns mount over GOOGL slowing growth trajectory,GOOGL,Reuters
2022-02-01,MSFT launches innovative product to positive reviews,MSFT,Yahoo Finance
2022-02-02,Retail investors drive unusual options activity,,MarketWatch
2022-02-03,SPY lowers guidance amid macroeconomic headwinds,SPY,MarketWatch
2022-02-03,MSFT to present at upcoming investor conference,MSFT,MarketWatch
2022-02-07,Consumer confidence drops to lowest level in six months,,Yahoo Finance
2022-02-09,Analysts upgrade AAPL to 'buy' after strong quarter,AAPL,Bloomberg
2022-02-09,SPY raises full-year guidance above consensus,SPY,Reuters
2022-02-09,Strong consumer demand drives MSFT sales higher,MSFT,Reuters
2022-02-10,SPY completes previously announced restructuring,SPY,MarketWatch
2022-02-10,MSFT faces regulatory scrutiny over business practices,MSFT,CNBC
2022-02-10,QQQ raises full-year guidance above consensus,QQQ,Bloomberg
2022-02-11,AAPL profit margins expand amid cost cutting efforts,AAPL,Yahoo Finance
2022-02-11,Analysts upgrade QQQ to 'buy' after strong quarter,QQQ,Yahoo Finance
2022-02-14,Options activity in MSFT suggests sideways movement,MSFT,CNBC
2022-02-15,MSFT board approves routine corporate matters,MSFT,Bloomberg
2022-02-15,VIX spikes as volatility returns to equity markets,,MarketWatch
2022-02-17,AAPL reports record revenue in Q4 results,AAPL,Yahoo Finance
2022-02-18,Housing market shows signs of cooling as rates rise,,MarketWatch
2022-02-18,Sector rotation leaves GOOGL flat on the day,GOOGL,Yahoo Finance
2022-02-21,MSFT announces major share buyback program,MSFT,Yahoo Finance
2022-02-21,AAPL faces regulatory scrutiny over business practices,AAPL,Reuters
2022-02-22,Consumer confidence drops to lowest level in six months,,Bloomberg
2022-02-22,SPY lowers guidance amid macroeconomic headwinds,SPY,CNBC
2022-02-23,Cryptocurrency volatility spills over into tech stocks,,Reuters
2022-02-24,Analysts upgrade MSFT to 'buy' after strong quarter,MSFT,MarketWatch
2022-02-25,Central banks globally signal tightening monetary policy,,Bloomberg
2022-02-25,MSFT reports record revenue in Q1 results,MSFT,CNBC
2022-02-25,MSFT reports results in line with expectations,MSFT,Bloomberg
2022-02-28,MSFT board approves routine corporate matters,MSFT,CNBC
2022-03-01,Housing market shows signs of cooling as rates rise,,Yahoo Finance
2022-03-02,Short sellers increase bets against SPY,SPY,Reuters
2022-03-02,Mixed signals for GOOGL as sector consolidates,GOOGL,Bloomberg
2022-03-02,Concerns mount over MSFT slowing growth trajectory,MSFT,Reuters
2022-03-03,GOOGL expands into new market with strategic acquisition,GOOGL,MarketWatch
2022-03-04,MSFT announces leadership transition plan,MSFT,Bloomberg
2022-03-04,AAPL announces major share buyback program,AAPL,Yahoo Finance
2022-03-07,SPY trading near 50-day moving average,SPY,Bloomberg
2022-03-07,QQQ maintains dividend at current levels,QQQ,Yahoo Finance
2022-03-08,Analysts downgrade AAPL citing valuation concerns,AAPL,Reuters
2022-03-09,Bond market inversion deepens recession concerns,,Reuters
2022-03-09,Market rally lifts SPY to new 52-week high,SPY,CNBC
2022-03-10,Sector rotation leaves GOOGL flat on the day,GOOGL,MarketWatch
2022-03-10,GOOGL launches innovative product to positive reviews,GOOGL,Bloomberg
2022-03-11,Analysts downgrade MSFT citing valuation concerns,MSFT,CNBC
2022-03-16,GDP growth slows but beats revised expectations,,Bloomberg
2022-03-16,Market rally lifts AAPL to new 52-week high,AAPL,Bloomberg
2022-03-17,SPY dividend increase signals management confidence,SPY,CNBC
2022-03-17,SPY layoffs signal deeper problems in core business,SPY,Bloomberg
2022-03-18,AAPL CFO departure raises governance questions,AAPL,Yahoo Finance
2022-03-18,GOOGL board approves routine corporate matters,GOOGL,CNBC
2022-03-21,Small caps outperform as risk appetite improves,,MarketWatch
2022-03-21,S&P 500 closes at session highs on broad rally,,CNBC
2022-03-23,Trade tensions weigh on GOOGL international revenue,GOOGL,Bloomberg
2022-03-23,MSFT hit by data breach affecting millions of users,MSFT,Yahoo Finance
2022-03-24,Institutional investors increase holdings in SPY,SPY,Yahoo Finance
2022-03-25,QQQ trading near 50-day moving average,QQQ,Reuters
2022-03-25,MSFT completes previously announced restructuring,MSFT,MarketWatch
2022-03-28,Earnings season kicks off with mixed bank results,,MarketWatch
2022-03-29,Trading volume in AAPL remains steady ahead of earnings,AAPL,Bloomberg
2022-03-29,MSFT files routine regulatory paperwork,MSFT,MarketWatch
2022-04-01,S&P 500 closes at session highs on broad rally,,Bloomberg
2022-04-01,AAPL reports record revenue in Q1 results,AAPL,MarketWatch
2022-04-01,MSFT launches innovative product to positive reviews,MSFT,Bloomberg
2022-04-05,GOOGL faces class action lawsuit from shareholders,GOOGL,Bloomberg
2022-04-06,Treasury yields climb as inflation data tops expectations,,MarketWatch
2022-04-06,QQQ launches innovative product to positive reviews,QQQ,Bloomberg
2022-04-06,Global markets rally on trade deal optimism,,Reuters
2022-04-07,SPY board approves routine corporate matters,SPY,MarketWatch
2022-04-08,AAPL expands into new market with strategic acquisition,AAPL,MarketWatch
2022-04-08,MSFT reports record revenue in Q3 results,MSFT,Yahoo Finance
2022-04-08,Retail investors drive unusual options activity,,Bloomberg
2022-04-12,Dollar strengthens as global growth concerns persist,,Reuters
2022-04-12,MSFT maintains dividend at current levels,MSFT,Reuters
2022-04-13,Oil prices surge on geopolitical tensions in Middle East,,Reuters
2022-04-14,AAPL reports record revenue in Q1 results,AAPL,MarketWatch
2022-04-15,Central banks globally signal tightening monetary policy,,MarketWatch
2022-04-18,S&P 500 closes at session highs on broad rally,,Bloomberg
2022-04-18,GOOGL holds investor day with no major announcements,GOOGL,MarketWatch
2022-04-20,Global markets rally on trade deal optimism,,Reuters
2022-04-21,Analysts upgrade QQQ to 'buy' after strong quarter,QQQ,CNBC
2022-04-22,MSFT reports results in line with expectations,MSFT,Reuters
2022-04-22,Sector rotation leaves GOOGL flat on the day,GOOGL,CNBC
2022-04-22,GOOGL to present at upcoming investor conference,GOOGL,Bloomberg
2022-04-25,Market rally lifts MSFT to new 52-week high,MSFT,Bloomberg
2022-04-25,Rising costs pressure GOOGL profit margins,GOOGL,CNBC
2022-04-26,Mixed signals for AAPL as sector consolidates,AAPL,MarketWatch
2022-04-27,MSFT dividend increase signals management confidence,MSFT,Reuters
2022-04-28,Market rally lifts GOOGL to new 52-week high,GOOGL,Bloomberg
2022-04-29,"MSFT misses revenue estimates, stock drops",MSFT,MarketWatch
2022-04-29,SPY holds investor day with no major announcements,SPY,Bloomberg
2022-04-29,Concerns mount over QQQ slowing growth trajectory,QQQ,CNBC
2022-05-02,GOOGL holds investor day with no major announcements,GOOGL,CNBC
2022-05-02,QQQ reports record revenue in Q4 results,QQQ,Bloomberg
2022-05-03,Trade tensions weigh on SPY international revenue,SPY,Yahoo Finance
2022-05-04,GOOGL expands into new market with strategic acquisition,GOOGL,Reuters
2022-05-04,Short sellers increase bets against SPY,SPY,Reuters
2022-05-04,"Fed signals potential rate changes, markets react",,Bloomberg
2022-05-05,Trade tensions weigh on SPY international revenue,SPY,Reuters
2022-05-06,Analysts upgrade SPY to 'buy' after strong quarter,SPY,CNBC
2022-05-09,QQQ faces class action lawsuit from shareholders,QQQ,CNBC
2022-05-09,Bond market inversion deepens recession concerns,,Yahoo Finance
2022-05-10,SPY holds investor day with no major announcements,SPY,Bloomberg
2022-05-12,QQQ announces major share buyback program,QQQ,Yahoo Finance
2022-05-12,Mixed signals for AAPL as sector consolidates,AAPL,Bloomberg
2022-05-12,Concerns mount over SPY slowing growth trajectory,SPY,CNBC
2022-05-13,Bond market inversion deepens recession concerns,,CNBC
2022-05-16,SPY announces leadership transition plan,SPY,MarketWatch
2022-05-16,SPY trading near 50-day moving average,SPY,Reuters
2022-05-16,Wall Street bullish on MSFT growth prospects,MSFT,MarketWatch
2022-05-17,QQQ maintains dividend at current levels,QQQ,Reuters
2022-05-18,Analysts maintain hold rating on SPY,SPY,Yahoo Finance
2022-05-18,Earnings season kicks off with mixed bank results,,MarketWatch
2022-05-19,Competition intensifies as GOOGL loses market share,GOOGL,CNBC
2022-05-19,MSFT CFO departure raises governance questions,MSFT,CNBC
2022-05-20,AAPL raises full-year guidance above consensus,AAPL,Bloomberg
2022-05-20,Market rally lifts SPY to new 52-week high,SPY,Reuters
2022-05-24,SPY faces class action lawsuit from shareholders,SPY,Reuters
2022-05-24,"AAPL beats earnings expectations, shares surge",AAPL,Reuters
2022-05-25,MSFT volume picks up ahead of next week earnings,MSFT,Reuters
2022-05-25,Mixed signals for QQQ as sector consolidates,QQQ,CNBC
2022-05-26,"AAPL misses revenue estimates, stock drops",AAPL,Yahoo Finance
2022-05-26,Market rally lifts QQQ to new 52-week high,QQQ,Bloomberg
2022-05-26,AAPL cloud revenue growth accelerates in latest quarter,AAPL,MarketWatch
2022-05-27,Manufacturing PMI signals contraction for third month,,Bloomberg
2022-05-30,"QQQ misses revenue estimates, stock drops",QQQ,Bloomberg
2022-05-31,SPY secures major government contract worth billions,SPY,Bloomberg
2022-05-31,AAPL announces leadership transition plan,AAPL,CNBC
2022-06-01,MSFT profit margins expand amid cost cutting efforts,MSFT,Bloomberg
2022-06-02,Analysts downgrade MSFT citing valuation concerns,MSFT,Bloomberg
2022-06-02,GOOGL cloud revenue growth accelerates in latest quarter,GOOGL,Yahoo Finance
2022-06-03,Cryptocurrency volatility spills over into tech stocks,,Yahoo Finance
2022-06-06,Cryptocurrency volatility spills over into tech stocks,,MarketWatch
2022-06-08,QQQ volume picks up ahead of next week earnings,QQQ,Bloomberg
2022-06-08,SPY announces leadership transition plan,SPY,Bloomberg
2022-06-10,Housing market shows signs of cooling as rates rise,,CNBC
2022-06-10,MSFT board approves routine corporate matters,MSFT,CNBC
2022-06-13,MSFT maintains dividend at current levels,MSFT,Bloomberg
2022-06-13,MSFT board approves routine corporate matters,MSFT,Yahoo Finance
2022-06-14,Treasury yields climb as inflation data tops expectations,,CNBC
2022-06-14,GOOGL maintains dividend at current levels,GOOGL,Yahoo Finance
2022-06-14,Trading volume in GOOGL remains steady ahead of earnings,GOOGL,Yahoo Finance
2022-06-15,Analysts downgrade SPY citing valuation concerns,SPY,Bloomberg
2022-06-16,MSFT raises full-year guidance above consensus,MSFT,MarketWatch
2022-06-16,Analysts upgrade MSFT to 'buy' after strong quarter,MSFT,Bloomberg
2022-06-16,GDP growth slows but beats revised expectations,,Yahoo Finance
2022-06-17,Small caps outperform as risk appetite improves,,Reuters
2022-06-17,Earnings season kicks off with mixed bank results,,Bloomberg
2022-06-20,Global markets rally on trade deal optimism,,Bloomberg
2022-06-21,AAPL launches innovative product to positive reviews,AAPL,Yahoo Finance
2022-06-22,"QQQ beats earnings expectations, shares surge",QQQ,MarketWatch
2022-06-23,Short sellers increase bets against GOOGL,GOOGL,Bloomberg
2022-06-24,Market selloff drags AAPL below key support levels,AAPL,Reuters
2022-06-27,AAPL board approves routine corporate matters,AAPL,Reuters
2022-06-27,QQQ announces leadership transition plan,QQQ,CNBC
2022-06-28,Analysts upgrade MSFT to 'buy' after strong quarter,MSFT,Bloomberg
2022-06-29,AAPL launches innovative product to positive reviews,AAPL,MarketWatch
2022-06-30,Central banks globally signal tightening monetary policy,,Bloomberg
2022-07-06,AAPL cloud revenue growth accelerates in latest quarter,AAPL,Reuters
2022-07-07,Retail investors drive unusual options activity,,MarketWatch
2022-07-07,SPY to present at upcoming investor conference,SPY,Reuters
2022-07-08,MSFT to present at upcoming investor conference,MSFT,Bloomberg
2022-07-11,Competition intensifies as GOOGL loses market share,GOOGL,CNBC
2022-07-11,Market selloff drags GOOGL below key support levels,GOOGL,MarketWatch
2022-07-12,Treasury yields climb as inflation data tops expectations,,Yahoo Finance
2022-07-12,MSFT warns of supply chain disruptions impacting margins,MSFT,MarketWatch
2022-07-13,Cryptocurrency volatility spills over into tech stocks,,CNBC
2022-07-14,GOOGL volume picks up ahead of next week earnings,GOOGL,Reuters
2022-07-15,SPY lowers guidance amid macroeconomic headwinds,SPY,CNBC
2022-07-15,Rising costs pressure GOOGL profit margins,GOOGL,Reuters
2022-07-18,Central banks globally signal tightening monetary policy,,MarketWatch
2022-07-19,Analysts upgrade QQQ to 'buy' after strong quarter,QQQ,MarketWatch
2022-07-19,SPY holds investor day with no major announcements,SPY,MarketWatch
2022-07-20,Trading volume in AAPL remains steady ahead of earnings,AAPL,Reuters
2022-07-20,Tech sector leads market decline on growth concerns,,Reuters
2022-07-21,GOOGL maintains dividend at current levels,GOOGL,Yahoo Finance
2022-07-21,Consumer confidence drops to lowest level in six months,,Reuters
2022-07-22,GOOGL launches innovative product to positive reviews,GOOGL,Reuters
2022-07-25,Rising costs pressure AAPL profit margins,AAPL,MarketWatch
2022-07-28,Analysts maintain hold rating on QQQ,QQQ,Reuters
2022-07-28,Analysts maintain hold rating on GOOGL,GOOGL,MarketWatch
2022-07-29,SPY reports results in line with expectations,SPY,Yahoo Finance
2022-07-29,GOOGL launches innovative product to positive reviews,GOOGL,Reuters
2022-08-01,Mixed signals for GOOGL as sector consolidates,GOOGL,MarketWatch
2022-08-01,SPY launches innovative product to positive reviews,SPY,MarketWatch
2022-08-01,AAPL warns of supply chain disruptions impacting margins,AAPL,Reuters
2022-08-02,Global markets rally on trade deal optimism,,Bloomberg
2022-08-03,Institutional investors increase holdings in SPY,SPY,Reuters
2022-08-03,Institutional investors increase holdings in MSFT,MSFT,CNBC
2022-08-04,VIX spikes as volatility returns to equity markets,,Bloomberg
2022-08-04,QQQ hit by data breach affecting millions of users,QQQ,Bloomberg
2022-08-05,AAPL faces class action lawsuit from shareholders,AAPL,Reuters
2022-08-05,Mixed signals for AAPL as sector consolidates,AAPL,Bloomberg
2022-08-05,MSFT to present at upcoming investor conference,MSFT,Bloomberg
2022-08-08,Sector rotation leaves QQQ flat on the day,QQQ,Yahoo Finance
2022-08-09,AAPL reports results in line with expectations,AAPL,MarketWatch
2022-08-10,QQQ expands into new market with strategic acquisition,QQQ,Bloomberg
2022-08-10,Trade tensions weigh on GOOGL international revenue,GOOGL,Reuters
2022-08-11,Market rally lifts QQQ to new 52-week high,QQQ,MarketWatch
2022-08-12,MSFT layoffs signal deeper problems in core business,MSFT,CNBC
2022-08-15,"Fed signals potential rate changes, markets react",,Yahoo Finance
2022-08-15,GOOGL files routine regulatory paperwork,GOOGL,Reuters
2022-08-16,GOOGL to present at upcoming investor conference,GOOGL,Yahoo Finance
2022-08-16,AAPL reports results in line with expectations,AAPL,MarketWatch
2022-08-16,Manufacturing PMI signals contraction for third month,,Bloomberg
2022-08-17,Competition intensifies as SPY loses market share,SPY,CNBC
2022-08-18,Analysts downgrade AAPL citing valuation concerns,AAPL,CNBC
2022-08-19,SPY maintains dividend at current levels,SPY,Yahoo Finance
2022-08-22,Small caps outperform as risk appetite improves,,MarketWatch
2022-08-22,VIX spikes as volatility returns to equity markets,,Bloomberg
2022-08-23,AAPL trading near 50-day moving average,AAPL,CNBC
2022-08-23,MSFT dividend increase signals management confidence,MSFT,MarketWatch
2022-08-23,Bond market inversion deepens recession concerns,,Yahoo Finance
2022-08-24,Oil prices surge on geopolitical tensions in Middle East,,Yahoo Finance
2022-08-24,AAPL files routine regulatory paperwork,AAPL,MarketWatch
2022-08-25,QQQ maintains dividend at current levels,QQQ,MarketWatch
2022-08-26,MSFT dividend increase signals management confidence,MSFT,Yahoo Finance
2022-08-29,S&P 500 closes at session highs on broad rally,,Reuters
2022-08-30,AAPL completes previously announced restructuring,AAPL,MarketWatch
2022-08-30,QQQ layoffs signal deeper problems in core business,QQQ,Bloomberg
2022-08-30,GOOGL holds investor day with no major announcements,GOOGL,Reuters
2022-09-01,Global markets rally on trade deal optimism,,MarketWatch
2022-09-05,AAPL profit margins expand amid cost cutting efforts,AAPL,MarketWatch
2022-09-05,GOOGL secures major government contract worth billions,GOOGL,MarketWatch
2022-09-06,Wall Street bullish on MSFT growth prospects,MSFT,Bloomberg
2022-09-07,SPY lowers guidance amid macroeconomic headwinds,SPY,MarketWatch
2022-09-08,Wall Street bullish on SPY growth prospects,SPY,Bloomberg
2022-09-08,Small caps outperform as risk appetite improves,,MarketWatch
2022-09-08,SPY faces regulatory scrutiny over business practices,SPY,Reuters
2022-09-09,Competition intensifies as GOOGL loses market share,GOOGL,Reuters
2022-09-12,QQQ volume picks up ahead of next week earnings,QQQ,MarketWatch
2022-09-13,SPY completes previously announced restructuring,SPY,Yahoo Finance
2022-09-13,AAPL layoffs signal deeper problems in core business,AAPL,Reuters
2022-09-13,Cryptocurrency volatility spills over into tech stocks,,Reuters
2022-09-15,GOOGL files routine regulatory paperwork,GOOGL,Yahoo Finance
2022-09-15,Oil prices surge on geopolitical tensions in Middle East,,MarketWatch
2022-09-19,GOOGL announces major share buyback program,GOOGL,CNBC
2022-09-20,MSFT dividend increase signals management confidence,MSFT,Reuters
2022-09-21,GOOGL layoffs signal deeper problems in core business,GOOGL,MarketWatch
2022-09-21,AAPL maintains dividend at current levels,AAPL,Reuters
2022-09-22,"Job report exceeds expectations, stocks mixed",,Bloomberg
2022-09-23,Central banks globally signal tightening monetary policy,,Bloomberg
2022-09-23,AAPL to present at upcoming investor conference,AAPL,Reuters
2022-09-26,MSFT completes previously announced restructuring,MSFT,CNBC
2022-09-26,GOOGL maintains dividend at current levels,GOOGL,Bloomberg
2022-09-26,GOOGL reports record revenue in Q4 results,GOOGL,CNBC
2022-09-27,Retail investors drive unusual options activity,,Reuters
2022-09-27,Options activity in SPY suggests sideways movement,SPY,Yahoo Finance
2022-09-27,MSFT raises full-year guidance above consensus,MSFT,CNBC
2022-09-28,QQQ faces regulatory scrutiny over business practices,QQQ,MarketWatch
2022-09-30,Consumer confidence drops to lowest level in six months,,Reuters
2022-09-30,GOOGL reports record revenue in Q2 results,GOOGL,Reuters
2022-09-30,"GOOGL beats earnings expectations, shares surge",GOOGL,Reuters
2022-10-04,SPY reports results in line with expectations,SPY,Bloomberg
2022-10-05,MSFT faces class action lawsuit from shareholders,MSFT,Reuters
2022-10-05,"Fed signals potential rate changes, markets react",,MarketWatch
2022-10-05,QQQ holds investor day with no major announcements,QQQ,CNBC
2022-10-06,Institutional investors increase holdings in QQQ,QQQ,Bloomberg
2022-10-07,Wall Street bullish on SPY growth prospects,SPY,MarketWatch
2022-10-10,GOOGL announces major share buyback program,GOOGL,Reuters
2022-10-12,QQQ expands into new market with strategic acquisition,QQQ,CNBC
2022-10-17,Market selloff drags MSFT below key support levels,MSFT,Bloomberg
2022-10-17,SPY cloud revenue growth accelerates in latest quarter,SPY,Bloomberg
2022-10-17,Strong consumer demand drives GOOGL sales higher,GOOGL,Bloomberg
2022-10-18,Wall Street bullish on MSFT growth prospects,MSFT,Reuters
2022-10-18,GOOGL volume picks up ahead of next week earnings,GOOGL,Bloomberg
2022-10-18,SPY to present at upcoming investor conference,SPY,Reuters
2022-10-19,GDP growth slows but beats revised expectations,,Bloomberg
2022-10-19,QQQ completes previously announced restructuring,QQQ,Bloomberg
2022-10-20,Mixed signals for AAPL as sector consolidates,AAPL,Reuters
2022-10-21,Bond market inversion deepens recession concerns,,CNBC
2022-10-21,MSFT secures major government contract worth billions,MSFT,Yahoo Finance
2022-10-25,SPY files routine regulatory paperwork,SPY,Reuters
2022-10-26,AAPL layoffs signal deeper problems in core business,AAPL,Yahoo Finance
2022-10-26,Wall Street bullish on MSFT growth prospects,MSFT,CNBC
2022-10-27,Market selloff drags AAPL below key support levels,AAPL,Bloomberg
2022-10-28,GOOGL board approves routine corporate matters,GOOGL,Bloomberg
2022-10-28,Analysts maintain hold rating on AAPL,AAPL,Yahoo Finance
2022-10-28,Markets tumble on recession fears and weak economic data,,CNBC
2022-10-31,QQQ warns of supply chain disruptions impacting margins,QQQ,MarketWatch
2022-10-31,AAPL cloud revenue growth accelerates in latest quarter,AAPL,Bloomberg
2022-11-01,Retail investors drive unusual options activity,,MarketWatch
2022-11-02,QQQ to present at upcoming investor conference,QQQ,CNBC
2022-11-03,Analysts downgrade MSFT citing valuation concerns,MSFT,CNBC
2022-11-03,GOOGL profit margins expand amid cost cutting efforts,GOOGL,MarketWatch
2022-11-03,Market selloff drags QQQ below key support levels,QQQ,MarketWatch
2022-11-04,SPY volume picks up ahead of next week earnings,SPY,MarketWatch
2022-11-04,AAPL completes previously announced restructuring,AAPL,MarketWatch
2022-11-04,Concerns mount over SPY slowing growth trajectory,SPY,MarketWatch
2022-11-07,QQQ trading near 50-day moving average,QQQ,Bloomberg
2022-11-07,GOOGL CFO departure raises governance questions,GOOGL,Yahoo Finance
2022-11-07,Analysts maintain hold rating on QQQ,QQQ,Yahoo Finance
2022-11-08,Trade tensions weigh on GOOGL international revenue,GOOGL,Yahoo Finance
2022-11-08,GDP growth slows but beats revised expectations,,Reuters
2022-11-09,Earnings season kicks off with mixed bank results,,CNBC
2022-11-10,GDP growth slows but beats revised expectations,,MarketWatch
2022-11-11,"GOOGL misses revenue estimates, stock drops",GOOGL,Bloomberg
2022-11-11,SPY completes previously announced restructuring,SPY,Bloomberg
2022-11-11,SPY secures major government contract worth billions,SPY,MarketWatch
2022-11-14,SPY announces leadership transition plan,SPY,Bloomberg
2022-11-14,Treasury yields climb as inflation data tops expectations,,MarketWatch
2022-11-15,SPY reports results in line with expectations,SPY,Yahoo Finance
2022-11-15,Options activity in MSFT suggests sideways movement,MSFT,Reuters
2022-11-15,Mixed signals for MSFT as sector consolidates,MSFT,CNBC
2022-11-16,GDP growth slows but beats revised expectations,,CNBC
2022-11-16,SPY expands into new market with strategic acquisition,SPY,Bloomberg
2022-11-16,QQQ reports record revenue in Q4 results,QQQ,MarketWatch
2022-11-18,Trading volume in QQQ remains steady ahead of earnings,QQQ,Yahoo Finance
2022-11-22,Options activity in MSFT suggests sideways movement,MSFT,MarketWatch
2022-11-23,QQQ expands into new market with strategic acquisition,QQQ,CNBC
2022-11-24,QQQ lowers guidance amid macroeconomic headwinds,QQQ,Reuters
2022-11-25,Trade tensions weigh on SPY international revenue,SPY,CNBC
2022-11-25,SPY board approves routine corporate matters,SPY,Reuters
2022-11-25,SPY reports record revenue in Q1 results,SPY,CNBC
2022-11-28,Bond market inversion deepens recession concerns,,Yahoo Finance
2022-11-28,SPY faces regulatory scrutiny over business practices,SPY,CNBC
2022-11-28,GOOGL announces major share buyback program,GOOGL,Yahoo Finance
2022-11-29,Trading volume in GOOGL remains steady ahead of earnings,GOOGL,Reuters
2022-11-30,Small caps outperform as risk appetite improves,,Bloomberg
2022-12-01,GOOGL hit by data breach affecting millions of users,GOOGL,Reuters
2022-12-02,Options activity in QQQ suggests sideways movement,QQQ,CNBC
2022-12-06,Wall Street bullish on AAPL growth prospects,AAPL,MarketWatch
2022-12-07,Strong consumer demand drives QQQ sales higher,QQQ,MarketWatch
2022-12-08,Sector rotation leaves SPY flat on the day,SPY,CNBC
2022-12-09,Market rally lifts GOOGL to new 52-week high,GOOGL,CNBC
2022-12-12,QQQ files routine regulatory paperwork,QQQ,CNBC
2022-12-12,Dollar strengthens as global growth concerns persist,,MarketWatch
2022-12-13,Institutional investors increase holdings in QQQ,QQQ,Bloomberg
2022-12-14,QQQ CFO departure raises governance questions,QQQ,Yahoo Finance
2022-12-14,Competition intensifies as MSFT loses market share,MSFT,MarketWatch
2022-12-14,QQQ dividend increase signals management confidence,QQQ,Reuters
2022-12-15,Options activity in QQQ suggests sideways movement,QQQ,Yahoo Finance
2022-12-16,GDP growth slows but beats revised expectations,,Bloomberg
2022-12-16,Concerns mount over GOOGL slowing growth trajectory,GOOGL,Yahoo Finance
2022-12-19,Options activity in MSFT suggests sideways movement,MSFT,Yahoo Finance
2022-12-19,VIX spikes as volatility returns to equity markets,,MarketWatch
2022-12-19,GOOGL profit margins expand amid cost cutting efforts,GOOGL,CNBC
2022-12-22,AAPL faces regulatory scrutiny over business practices,AAPL,Yahoo Finance
2022-12-23,QQQ to present at upcoming investor conference,QQQ,CNBC
2022-12-26,QQQ cloud revenue growth accelerates in latest quarter,QQQ,CNBC
2022-12-27,Trade tensions weigh on QQQ international revenue,QQQ,Bloomberg
2022-12-27,Global markets rally on trade deal optimism,,CNBC
