date,headline,ticker,source
2022-12-28,Central banks globally signal tightening monetary policy,,Bloomberg
2022-12-28,Wall Street bullish on AAPL growth prospects,AAPL,MarketWatch
2022-12-28,MSFT holds investor day with no major announcements,MSFT,Yahoo Finance
2022-12-29,Manufacturing PMI signals contraction for third month,,Bloomberg
2022-12-30,QQQ cloud revenue growth accelerates in latest quarter,QQQ,Bloomberg
2022-12-30,Cryptocurrency volatility spills over into tech stocks,,Yahoo Finance
2023-01-02,Strong consumer demand drives QQQ sales higher,QQQ,Yahoo Finance
2023-01-05,GOOGL warns of supply chain disruptions impacting margins,GOOGL,Bloomberg
2023-01-06,Oil prices surge on geopolitical tensions in Middle East,,Reuters
2023-01-09,QQQ lowers guidance amid macroeconomic headwinds,QQQ,MarketWatch
2023-01-09,QQQ volume picks up ahead of next week earnings,QQQ,MarketWatch
2023-01-11,AAPL launches innovative product to positive reviews,AAPL,CNBC
2023-01-12,MSFT completes previously announced restructuring,MSFT,Reuters
2023-01-12,Retail investors drive unusual options activity,,Reuters
2023-01-12,Analysts upgrade GOOGL to 'buy' after strong quarter,GOOGL,Reuters
2023-01-13,GOOGL cloud revenue growth accelerates in latest quarter,GOOGL,MarketWatch
2023-01-16,"SPY beats earnings expectations, shares surge",SPY,Yahoo Finance
2023-01-16,QQQ files routine regulatory paperwork,QQQ,Yahoo Finance
2023-01-16,QQQ faces class action lawsuit from shareholders,QQQ,Reuters
2023-01-17,Earnings season kicks off with mixed bank results,,CNBC
2023-01-17,SPY maintains dividend at current levels,SPY,CNBC
2023-01-19,"SPY beats earnings expectations, shares surge",SPY,Yahoo Finance
2023-01-19,"GOOGL misses revenue estimates, stock drops",GOOGL,MarketWatch
2023-01-20,SPY warns of supply chain disruptions impacting margins,SPY,Reuters
2023-01-23,Markets tumble on recession fears and weak economic data,,Yahoo Finance
2023-01-24,Competition intensifies as QQQ loses market share,QQQ,Reuters
2023-01-25,Bond market inversion deepens recession concerns,,MarketWatch
2023-01-25,Wall Street bullish on AAPL growth prospects,AAPL,CNBC
2023-01-26,AAPL announces leadership transition plan,AAPL,CNBC
2023-01-26,QQQ board approves routine corporate matters,QQQ,Bloomberg
2023-01-27,Analysts maintain hold rating on SPY,SPY,Yahoo Finance
2023-01-30,Short sellers increase bets against MSFT,MSFT,MarketWatch
2023-01-30,Sector rotation leaves SPY flat on the day,SPY,Reuters
2023-02-01,MSFT announces leadership transition plan,MSFT,Bloomberg
2023-02-01,SPY hit by data breach affecting millions of users,SPY,Reuters
2023-02-01,GOOGL announces major share buyback program,GOOGL,Bloomberg
2023-02-02,SPY reports results in line with expectations,SPY,MarketWatch
2023-02-02,SPY board approves routine corporate matters,SPY,Bloomberg
2023-02-02,"QQQ misses revenue estimates, stock drops",QQQ,CNBC
2023-02-03,Treasury yields climb as inflation data tops expectations,,Bloomberg
2023-02-06,Analysts upgrade GOOGL to 'buy' after strong quarter,GOOGL,MarketWatch
2023-02-08,MSFT secures major government contract worth billions,MSFT,CNBC
2023-02-08,Oil prices surge on geopolitical tensions in Middle East,,Yahoo Finance
2023-02-08,AAPL trading near 50-day moving average,AAPL,Yahoo Finance
2023-02-09,Cryptocurrency volatility spills over into tech stocks,,Reuters
2023-02-10,Treasury yields climb as inflation data tops expectations,,Bloomberg
2023-02-13,Strong consumer demand drives GOOGL sales higher,GOOGL,Bloomberg
2023-02-13,AAPL reports results in line with expectations,AAPL,CNBC
2023-02-15,AAPL announces major share buyback program,AAPL,CNBC
2023-02-15,Analysts downgrade GOOGL citing valuation concerns,GOOGL,Yahoo Finance
2023-02-16,Mixed signals for GOOGL as sector consolidates,GOOGL,Reuters
2023-02-16,SPY completes previously announced restructuring,SPY,Bloomberg
2023-02-20,Analysts upgrade MSFT to 'buy' after strong quarter,MSFT,CNBC
2023-02-20,AAPL raises full-year guidance above consensus,AAPL,Yahoo Finance
2023-02-21,"Fed signals potential rate changes, markets react",,Bloomberg
2023-02-21,AAPL layoffs signal deeper problems in core business,AAPL,Yahoo Finance
2023-02-22,Trading volume in SPY remains steady ahead of earnings,SPY,CNBC
2023-02-23,GOOGL layoffs signal deeper problems in core business,GOOGL,Yahoo Finance
2023-02-27,"Fed signals potential rate changes, markets react",,Yahoo Finance
2023-02-27,GOOGL lowers guidance amid macroeconomic headwinds,GOOGL,MarketWatch
2023-02-27,Strong consumer demand drives AAPL sales higher,AAPL,Yahoo Finance
2023-02-28,MSFT warns of supply chain disruptions impacting margins,MSFT,Yahoo Finance
2023-03-02,GOOGL profit margins expand amid cost cutting efforts,GOOGL,MarketWatch
2023-03-06,QQQ trading near 50-day moving average,QQQ,Reuters
2023-03-07,Analysts downgrade AAPL citing valuation concerns,AAPL,Bloomberg
2023-03-07,Sector rotation leaves QQQ flat on the day,QQQ,Reuters
2023-03-08,Short sellers increase bets against AAPL,AAPL,Bloomberg
2023-03-08,Sector rotation leaves SPY flat on the day,SPY,Bloomberg
2023-03-09,MSFT to present at upcoming investor conference,MSFT,CNBC
2023-03-10,Markets tumble on recession fears and weak economic data,,Reuters
2023-03-10,SPY warns of supply chain disruptions impacting margins,SPY,Bloomberg
2023-03-13,Bond market inversion deepens recession concerns,,CNBC
2023-03-14,Tech sector leads market decline on growth concerns,,CNBC
2023-03-14,MSFT raises full-year guidance above consensus,MSFT,Bloomberg
2023-03-14,GOOGL lowers guidance amid macroeconomic headwinds,GOOGL,CNBC
2023-03-15,QQQ lowers guidance amid macroeconomic headwinds,QQQ,Bloomberg
2023-03-16,Options activity in MSFT suggests sideways movement,MSFT,Bloomberg
2023-03-16,AAPL files routine regulatory paperwork,AAPL,Bloomberg
2023-03-17,Concerns mount over GOOGL slowing growth trajectory,GOOGL,MarketWatch
2023-03-20,QQQ trading near 50-day moving average,QQQ,CNBC
2023-03-20,VIX spikes as volatility returns to equity markets,,CNBC
2023-03-22,Mixed signals for AAPL as sector consolidates,AAPL,CNBC
2023-03-27,Analysts maintain hold rating on MSFT,MSFT,Bloomberg
2023-03-28,AAPL announces major share buyback program,AAPL,CNBC
2023-03-28,Mixed signals for MSFT as sector consolidates,MSFT,CNBC
2023-03-29,MSFT board approves routine corporate matters,MSFT,MarketWatch
2023-03-29,MSFT trading near 50-day moving average,MSFT,Bloomberg
2023-03-30,Central banks globally signal tightening monetary policy,,MarketWatch
2023-03-30,Analysts maintain hold rating on SPY,SPY,Reuters
2023-03-31,Rising costs pressure AAPL profit margins,AAPL,MarketWatch
2023-04-03,"GOOGL beats earnings expectations, shares surge",GOOGL,Bloomberg
2023-04-03,Market selloff drags MSFT below key support levels,MSFT,Yahoo Finance
2023-04-04,Markets tumble on recession fears and weak economic data,,Bloomberg
2023-04-04,GOOGL faces regulatory scrutiny over business practices,GOOGL,CNBC
2023-04-06,MSFT lowers guidance amid macroeconomic headwinds,MSFT,MarketWatch
2023-04-06,GOOGL completes previously announced restructuring,GOOGL,Bloomberg
2023-04-06,"MSFT misses revenue estimates, stock drops",MSFT,Bloomberg
2023-04-11,Short sellers increase bets against SPY,SPY,Reuters
2023-04-12,AAPL raises full-year guidance above consensus,AAPL,CNBC
2023-04-13,Market selloff drags QQQ below key support levels,QQQ,Bloomberg
2023-04-14,Institutional investors increase holdings in SPY,SPY,CNBC
2023-04-18,SPY raises full-year guidance above consensus,SPY,Yahoo Finance
2023-04-18,Market selloff drags SPY below key support levels,SPY,Bloomberg
2023-04-19,Analysts maintain hold rating on SPY,SPY,Reuters
2023-04-19,Earnings season kicks off with mixed bank results,,Reuters
2023-04-20,QQQ dividend increase signals management confidence,QQQ,MarketWatch
2023-04-21,MSFT files routine regulatory paperwork,MSFT,CNBC
2023-04-21,QQQ launches innovative product to positive reviews,QQQ,CNBC
2023-04-25,SPY expands into new market with strategic acquisition,SPY,CNBC
2023-04-27,MSFT hit by data breach affecting millions of users,MSFT,Yahoo Finance
2023-04-28,QQQ completes previously announced restructuring,QQQ,Bloomberg
2023-04-28,Treasury yields climb as inflation data tops expectations,,MarketWatch
2023-04-28,Concerns mount over GOOGL slowing growth trajectory,GOOGL,Bloomberg
2023-05-01,QQQ maintains dividend at current levels,QQQ,Yahoo Finance
2023-05-01,MSFT warns of supply chain disruptions impacting margins,MSFT,MarketWatch
2023-05-03,GOOGL files routine regulatory paperwork,GOOGL,MarketWatch
2023-05-03,AAPL announces leadership transition plan,AAPL,CNBC
2023-05-04,QQQ board approves routine corporate matters,QQQ,MarketWatch
2023-05-08,Strong consumer demand drives SPY sales higher,SPY,Bloomberg
2023-05-08,QQQ reports record revenue in Q3 results,QQQ,Yahoo Finance
2023-05-08,Dollar strengthens as global growth concerns persist,,Bloomberg
2023-05-09,QQQ profit margins expand amid cost cutting efforts,QQQ,CNBC
2023-05-10,QQQ hit by data breach affecting millions of users,QQQ,CNBC
2023-05-11,Dollar strengthens as global growth concerns persist,,CNBC
2023-05-12,GOOGL launches innovative product to positive reviews,GOOGL,MarketWatch
2023-05-15,Dollar strengthens as global growth concerns persist,,CNBC
2023-05-15,Options activity in QQQ suggests sideways movement,QQQ,Bloomberg
2023-05-16,GDP growth slows but beats revised expectations,,MarketWatch
2023-05-18,"AAPL misses revenue estimates, stock drops",AAPL,CNBC
2023-05-19,Analysts downgrade QQQ citing valuation concerns,QQQ,MarketWatch
2023-05-22,Competition intensifies as MSFT loses market share,MSFT,CNBC
2023-05-24,MSFT files routine regulatory paperwork,MSFT,Reuters
2023-05-24,Concerns mount over GOOGL slowing growth trajectory,GOOGL,Reuters
2023-05-24,Wall Street bullish on SPY growth prospects,SPY,Reuters
2023-05-25,Competition intensifies as AAPL loses market share,AAPL,CNBC
2023-05-25,Strong consumer demand drives MSFT sales higher,MSFT,MarketWatch
2023-05-25,Markets tumble on recession fears and weak economic data,,Bloomberg
2023-05-26,Mixed signals for GOOGL as sector consolidates,GOOGL,MarketWatch
2023-05-26,SPY volume picks up ahead of next week earnings,SPY,MarketWatch
2023-05-29,MSFT to present at upcoming investor conference,MSFT,Reuters
2023-05-29,Options activity in SPY suggests sideways movement,SPY,Bloomberg
2023-06-01,SPY maintains dividend at current levels,SPY,Yahoo Finance
2023-06-01,Market rally lifts QQQ to new 52-week high,QQQ,MarketWatch
2023-06-06,Retail investors drive unusual options activity,,MarketWatch
2023-06-06,Rising costs pressure MSFT profit margins,MSFT,MarketWatch
2023-06-07,Trading volume in QQQ remains steady ahead of earnings,QQQ,Yahoo Finance
2023-06-08,Small caps outperform as risk appetite improves,,Bloomberg
2023-06-09,Competition intensifies as AAPL loses market share,AAPL,Bloomberg
2023-06-09,AAPL faces class action lawsuit from shareholders,AAPL,MarketWatch
2023-06-09,GOOGL warns of supply chain disruptions impacting margins,GOOGL,Reuters
2023-06-13,Market selloff drags MSFT below key support levels,MSFT,Bloomberg
2023-06-13,QQQ CFO departure raises governance questions,QQQ,Reuters
2023-06-14,Analysts upgrade AAPL to 'buy' after strong quarter,AAPL,CNBC
2023-06-14,QQQ layoffs signal deeper problems in core business,QQQ,CNBC
2023-06-15,MSFT files routine regulatory paperwork,MSFT,Yahoo Finance
2023-06-16,GOOGL files routine regulatory paperwork,GOOGL,Bloomberg
2023-06-16,Institutional investors increase holdings in MSFT,MSFT,MarketWatch
2023-06-19,"SPY beats earnings expectations, shares surge",SPY,Bloomberg
2023-06-19,Treasury yields climb as inflation data tops expectations,,MarketWatch
2023-06-20,Short sellers increase bets against QQQ,QQQ,Reuters
2023-06-20,Sector rotation leaves AAPL flat on the day,AAPL,Bloomberg
2023-06-21,Tech sector leads market decline on growth concerns,,MarketWatch
2023-06-22,QQQ hit by data breach affecting millions of users,QQQ,Bloomberg
2023-06-22,SPY cloud revenue growth accelerates in latest quarter,SPY,Yahoo Finance
2023-06-23,MSFT launches innovative product to positive reviews,MSFT,Yahoo Finance
2023-06-23,QQQ holds investor day with no major announcements,QQQ,CNBC
2023-06-26,"MSFT beats earnings expectations, shares surge",MSFT,Reuters
2023-06-26,Housing market shows signs of cooling as rates rise,,Reuters
2023-06-28,AAPL secures major government contract worth billions,AAPL,Bloomberg
2023-06-28,Wall Street bullish on SPY growth prospects,SPY,Reuters
2023-06-29,"MSFT misses revenue estimates, stock drops",MSFT,Reuters
2023-06-30,Short sellers increase bets against SPY,SPY,Yahoo Finance
2023-07-03,MSFT to present at upcoming investor conference,MSFT,Reuters
2023-07-03,Strong consumer demand drives QQQ sales higher,QQQ,Yahoo Finance
2023-07-04,"Fed signals potential rate changes, markets react",,Bloomberg
2023-07-05,SPY CFO departure raises governance questions,SPY,Reuters
2023-07-05,Manufacturing PMI signals contraction for third month,,Yahoo Finance
2023-07-05,MSFT to present at upcoming investor conference,MSFT,Yahoo Finance
2023-07-06,Concerns mount over AAPL slowing growth trajectory,AAPL,Bloomberg
2023-07-07,Trading volume in MSFT remains steady ahead of earnings,MSFT,Reuters
2023-07-07,Concerns mount over GOOGL slowing growth trajectory,GOOGL,MarketWatch
2023-07-07,Rising costs pressure QQQ profit margins,QQQ,Bloomberg
2023-07-10,QQQ completes previously announced restructuring,QQQ,CNBC
2023-07-10,MSFT hit by data breach affecting millions of users,MSFT,Yahoo Finance
2023-07-11,SPY cloud revenue growth accelerates in latest quarter,SPY,Yahoo Finance
2023-07-12,Strong consumer demand drives MSFT sales higher,MSFT,CNBC
2023-07-12,QQQ maintains dividend at current levels,QQQ,Bloomberg
2023-07-13,Rising costs pressure SPY profit margins,SPY,MarketWatch
2023-07-13,Bond market inversion deepens recession concerns,,MarketWatch
2023-07-14,GOOGL faces class action lawsuit from shareholders,GOOGL,Yahoo Finance
2023-07-17,AAPL secures major government contract worth billions,AAPL,MarketWatch
2023-07-18,GOOGL hit by data breach affecting millions of users,GOOGL,CNBC
2023-07-18,SPY warns of supply chain disruptions impacting margins,SPY,CNBC
2023-07-18,Short sellers increase bets against SPY,SPY,CNBC
2023-07-19,Analysts maintain hold rating on GOOGL,GOOGL,MarketWatch
2023-07-20,Trade tensions weigh on SPY international revenue,SPY,Bloomberg
2023-07-21,Analysts downgrade MSFT citing valuation concerns,MSFT,Bloomberg
2023-07-24,Central banks globally signal tightening monetary policy,,Reuters
2023-07-26,Mixed signals for MSFT as sector consolidates,MSFT,Yahoo Finance
2023-07-27,Small caps outperform as risk appetite improves,,Yahoo Finance
2023-07-27,"AAPL misses revenue estimates, stock drops",AAPL,Yahoo Finance
2023-07-28,S&P 500 closes at session highs on broad rally,,CNBC
2023-07-31,AAPL trading near 50-day moving average,AAPL,CNBC
2023-07-31,MSFT faces class action lawsuit from shareholders,MSFT,MarketWatch
2023-07-31,Central banks globally signal tightening monetary policy,,MarketWatch
2023-08-01,Oil prices surge on geopolitical tensions in Middle East,,Bloomberg
2023-08-02,AAPL announces leadership transition plan,AAPL,MarketWatch
2023-08-03,VIX spikes as volatility returns to equity markets,,Reuters
2023-08-03,AAPL dividend increase signals management confidence,AAPL,MarketWatch
2023-08-03,SPY launches innovative product to positive reviews,SPY,CNBC
2023-08-04,QQQ completes previously announced restructuring,QQQ,Reuters
2023-08-04,Concerns mount over MSFT slowing growth trajectory,MSFT,CNBC
2023-08-04,GOOGL board approves routine corporate matters,GOOGL,Bloomberg
2023-08-07,QQQ launches innovative product to positive reviews,QQQ,Yahoo Finance
2023-08-07,Oil prices surge on geopolitical tensions in Middle East,,Yahoo Finance
2023-08-08,Analysts upgrade MSFT to 'buy' after strong quarter,MSFT,MarketWatch
2023-08-09,Competition intensifies as AAPL loses market share,AAPL,Bloomberg
2023-08-09,Trading volume in AAPL remains steady ahead of earnings,AAPL,Yahoo Finance
2023-08-10,MSFT maintains dividend at current levels,MSFT,MarketWatch
2023-08-11,AAPL reports record revenue in Q1 results,AAPL,CNBC
2023-08-11,GOOGL layoffs signal deeper problems in core business,GOOGL,Yahoo Finance
2023-08-14,Manufacturing PMI signals contraction for third month,,MarketWatch
2023-08-14,Analysts upgrade AAPL to 'buy' after strong quarter,AAPL,Bloomberg
2023-08-16,Mixed signals for SPY as sector consolidates,SPY,Reuters
2023-08-16,Earnings season kicks off with mixed bank results,,Yahoo Finance
2023-08-17,S&P 500 closes at session highs on broad rally,,Yahoo Finance
2023-08-17,"Job report exceeds expectations, stocks mixed",,Yahoo Finance
2023-08-18,Institutional investors increase holdings in AAPL,AAPL,Reuters
2023-08-18,Analysts downgrade SPY citing valuation concerns,SPY,Reuters
2023-08-21,QQQ lowers guidance amid macroeconomic headwinds,QQQ,Bloomberg
2023-08-22,SPY warns of supply chain disruptions impacting margins,SPY,Yahoo Finance
2023-08-22,SPY dividend increase signals management confidence,SPY,Reuters
2023-08-22,Mixed signals for GOOGL as sector consolidates,GOOGL,CNBC
2023-08-23,Concerns mount over MSFT slowing growth trajectory,MSFT,Bloomberg
2023-08-23,Tech sector leads market decline on growth concerns,,Yahoo Finance
2023-08-24,MSFT dividend increase signals management confidence,MSFT,Bloomberg
2023-08-24,AAPL faces regulatory scrutiny over business practices,AAPL,MarketWatch
2023-08-25,MSFT announces major share buyback program,MSFT,MarketWatch
2023-08-28,Manufacturing PMI signals contraction for third month,,Reuters
2023-08-28,GOOGL profit margins expand amid cost cutting efforts,GOOGL,Reuters
2023-08-29,"MSFT misses revenue estimates, stock drops",MSFT,Reuters
2023-08-29,AAPL dividend increase signals management confidence,AAPL,Bloomberg
2023-08-30,"Fed signals potential rate changes, markets react",,CNBC
2023-08-31,AAPL CFO departure raises governance questions,AAPL,Reuters
2023-08-31,QQQ dividend increase signals management confidence,QQQ,CNBC
2023-09-01,"QQQ misses revenue estimates, stock drops",QQQ,Yahoo Finance
2023-09-04,"QQQ misses revenue estimates, stock drops",QQQ,Bloomberg
2023-09-05,Sector rotation leaves SPY flat on the day,SPY,MarketWatch
2023-09-07,Analysts upgrade MSFT to 'buy' after strong quarter,MSFT,MarketWatch
2023-09-07,Small caps outperform as risk appetite improves,,Yahoo Finance
2023-09-08,QQQ expands into new market with strategic acquisition,QQQ,Bloomberg
2023-09-08,Consumer confidence drops to lowest level in six months,,Bloomberg
2023-09-08,Global markets rally on trade deal optimism,,Bloomberg
2023-09-11,MSFT raises full-year guidance above consensus,MSFT,Reuters
2023-09-11,QQQ announces leadership transition plan,QQQ,MarketWatch
2023-09-12,QQQ reports record revenue in Q1 results,QQQ,Reuters
2023-09-13,Institutional investors increase holdings in MSFT,MSFT,CNBC
2023-09-13,GOOGL announces leadership transition plan,GOOGL,Reuters
2023-09-14,GDP growth slows but beats revised expectations,,Bloomberg
2023-09-15,Institutional investors increase holdings in AAPL,AAPL,Yahoo Finance
2023-09-18,Analysts downgrade AAPL citing valuation concerns,AAPL,Reuters
2023-09-19,AAPL secures major government contract worth billions,AAPL,Yahoo Finance
2023-09-19,QQQ profit margins expand amid cost cutting efforts,QQQ,CNBC
2023-09-19,Earnings season kicks off with mixed bank results,,Yahoo Finance
2023-09-20,AAPL launches innovative product to positive reviews,AAPL,Reuters
2023-09-20,"MSFT misses revenue estimates, stock drops",MSFT,MarketWatch
2023-09-21,GOOGL faces class action lawsuit from shareholders,GOOGL,Yahoo Finance
2023-09-22,GDP growth slows but beats revised expectations,,Yahoo Finance
2023-09-25,Market selloff drags QQQ below key support levels,QQQ,Yahoo Finance
2023-09-25,"QQQ misses revenue estimates, stock drops",QQQ,Reuters
2023-09-26,MSFT CFO departure raises governance questions,MSFT,Yahoo Finance
2023-09-27,GOOGL hit by data breach affecting millions of users,GOOGL,Yahoo Finance
2023-09-27,SPY reports results in line with expectations,SPY,CNBC
2023-09-27,Market selloff drags QQQ below key support levels,QQQ,Bloomberg
2023-09-28,Markets tumble on recession fears and weak economic data,,Yahoo Finance
2023-09-28,Institutional investors increase holdings in SPY,SPY,MarketWatch
2023-09-28,Cryptocurrency volatility spills over into tech stocks,,CNBC
2023-09-29,Manufacturing PMI signals contraction for third month,,Yahoo Finance
2023-10-03,Short sellers increase bets against MSFT,MSFT,Bloomberg
2023-10-04,VIX spikes as volatility returns to equity markets,,Reuters
2023-10-05,Options activity in AAPL suggests sideways movement,AAPL,Reuters
2023-10-05,S&P 500 closes at session highs on broad rally,,MarketWatch
2023-10-05,GOOGL board approves routine corporate matters,GOOGL,Bloomberg
2023-10-06,Manufacturing PMI signals contraction for third month,,CNBC
2023-10-06,GOOGL holds investor day with no major announcements,GOOGL,Yahoo Finance
2023-10-09,AAPL reports record revenue in Q4 results,AAPL,Reuters
2023-10-10,QQQ files routine regulatory paperwork,QQQ,MarketWatch
2023-10-11,Market rally lifts SPY to new 52-week high,SPY,Bloomberg
2023-10-11,GOOGL layoffs signal deeper problems in core business,GOOGL,Bloomberg
2023-10-12,GOOGL cloud revenue growth accelerates in latest quarter,GOOGL,CNBC
2023-10-13,Options activity in QQQ suggests sideways movement,QQQ,Bloomberg
2023-10-16,QQQ hit by data breach affecting millions of users,QQQ,Bloomberg
2023-10-17,MSFT reports results in line with expectations,MSFT,MarketWatch
2023-10-17,QQQ faces regulatory scrutiny over business practices,QQQ,Reuters
2023-10-17,QQQ launches innovative product to positive reviews,QQQ,MarketWatch
2023-10-23,S&P 500 closes at session highs on broad rally,,Reuters
2023-10-23,MSFT board approves routine corporate matters,MSFT,Reuters
2023-10-23,Analysts upgrade QQQ to 'buy' after strong quarter,QQQ,Bloomberg
2023-10-24,Trade tensions weigh on GOOGL international revenue,GOOGL,Bloomberg
2023-10-24,GOOGL board approves routine corporate matters,GOOGL,MarketWatch
2023-10-25,MSFT announces major share buyback program,MSFT,Reuters
2023-10-25,Manufacturing PMI signals contraction for third month,,Yahoo Finance
2023-10-25,Treasury yields climb as inflation data tops expectations,,Yahoo Finance
2023-10-26,GOOGL to present at upcoming investor conference,GOOGL,Yahoo Finance
2023-10-27,Earnings season kicks off with mixed bank results,,CNBC
2023-10-30,"AAPL misses revenue estimates, stock drops",AAPL,Reuters
2023-10-30,QQQ lowers guidance amid macroeconomic headwinds,QQQ,Yahoo Finance
2023-10-30,"QQQ misses revenue estimates, stock drops",QQQ,Yahoo Finance
2023-11-01,Earnings season kicks off with mixed bank results,,Bloomberg
2023-11-02,AAPL reports record revenue in Q4 results,AAPL,MarketWatch
2023-11-02,AAPL announces leadership transition plan,AAPL,Bloomberg
2023-11-03,Trading volume in QQQ remains steady ahead of earnings,QQQ,CNBC
2023-11-03,Analysts maintain hold rating on AAPL,AAPL,MarketWatch
2023-11-03,GOOGL completes previously announced restructuring,GOOGL,Reuters
2023-11-07,Rising costs pressure GOOGL profit margins,GOOGL,CNBC
2023-11-07,Wall Street bullish on AAPL growth prospects,AAPL,Reuters
2023-11-09,"Fed signals potential rate changes, markets react",,MarketWatch
2023-11-09,GOOGL expands into new market with strategic acquisition,GOOGL,Reuters
2023-11-10,Strong consumer demand drives AAPL sales higher,AAPL,MarketWatch
2023-11-10,MSFT announces leadership transition plan,MSFT,Bloomberg
2023-11-13,SPY faces class action lawsuit from shareholders,SPY,Bloomberg
2023-11-13,QQQ maintains dividend at current levels,QQQ,Bloomberg
2023-11-13,Institutional investors increase holdings in SPY,SPY,Reuters
2023-11-14,SPY faces regulatory scrutiny over business practices,SPY,Bloomberg
2023-11-14,Mixed signals for SPY as sector consolidates,SPY,Yahoo Finance
2023-11-15,MSFT expands into new market with strategic acquisition,MSFT,Reuters
2023-11-15,MSFT cloud revenue growth accelerates in latest quarter,MSFT,CNBC
2023-11-16,GOOGL raises full-year guidance above consensus,GOOGL,Yahoo Finance
2023-11-17,MSFT volume picks up ahead of next week earnings,MSFT,Reuters
2023-11-20,SPY layoffs signal deeper problems in core business,SPY,Bloomberg
2023-11-20,"AAPL beats earnings expectations, shares surge",AAPL,Yahoo Finance
2023-11-21,AAPL reports record revenue in Q2 results,AAPL,CNBC
2023-11-21,Trading volume in SPY remains steady ahead of earnings,SPY,Bloomberg
2023-11-23,Strong consumer demand drives GOOGL sales higher,GOOGL,Yahoo Finance
2023-11-27,QQQ files routine regulatory paperwork,QQQ,Reuters
2023-11-27,"SPY misses revenue estimates, stock drops",SPY,Reuters
2023-11-28,MSFT to present at upcoming investor conference,MSFT,Bloomberg
2023-11-29,QQQ warns of supply chain disruptions impacting margins,QQQ,Yahoo Finance
2023-11-29,GOOGL expands into new market with strategic acquisition,GOOGL,Reuters
2023-11-30,AAPL reports results in line with expectations,AAPL,CNBC
2023-11-30,Concerns mount over AAPL slowing growth trajectory,AAPL,Reuters
2023-12-01,SPY reports record revenue in Q2 results,SPY,Reuters
2023-12-01,Rising costs pressure AAPL profit margins,AAPL,CNBC
2023-12-04,SPY volume picks up ahead of next week earnings,SPY,CNBC
2023-12-05,MSFT layoffs signal deeper problems in core business,MSFT,Yahoo Finance
2023-12-06,Analysts maintain hold rating on GOOGL,GOOGL,Reuters
2023-12-06,MSFT lowers guidance amid macroeconomic headwinds,MSFT,Reuters
2023-12-06,Sector rotation leaves SPY flat on the day,SPY,CNBC
2023-12-07,Sector rotation leaves AAPL flat on the day,AAPL,Bloomberg
2023-12-07,SPY hit by data breach affecting millions of users,SPY,Yahoo Finance
2023-12-08,Treasury yields climb as inflation data tops expectations,,Bloomberg
2023-12-13,Central banks globally signal tightening monetary policy,,CNBC
2023-12-13,Small caps outperform as risk appetite improves,,Reuters
2023-12-14,Competition intensifies as SPY loses market share,SPY,MarketWatch
2023-12-19,Short sellers increase bets against GOOGL,GOOGL,MarketWatch
2023-12-19,Trade tensions weigh on QQQ international revenue,QQQ,Bloomberg
2023-12-19,MSFT reports record revenue in Q1 results,MSFT,MarketWatch
2023-12-20,GOOGL board approves routine corporate matters,GOOGL,Yahoo Finance
2023-12-21,GDP growth slows but beats revised expectations,,Reuters
2023-12-21,Trading volume in QQQ remains steady ahead of earnings,QQQ,Reuters
2023-12-26,S&P 500 closes at session highs on broad rally,,CNBC
2023-12-27,Concerns mount over MSFT slowing growth trajectory,MSFT,Reuters
2023-12-27,GOOGL CFO departure raises governance questions,GOOGL,Bloomberg
2023-12-28,SPY cloud revenue growth accelerates in latest quarter,SPY,CNBC
2023-12-28,Central banks globally signal tightening monetary policy,,CNBC
2023-12-28,AAPL trading near 50-day moving average,AAPL,MarketWatch
2023-12-29,SPY layoffs signal deeper problems in core business,SPY,Yahoo Finance
